Title,Author,Date,Blog Type,Comments,Likes,Employee Type,Tags,Link
SAP for Me: Get started with our new learning program ,Silvia Gaber,"February 15, 2021",Event Information,0,3,SAP Employee,"Support Services,SAP for Me",https://blogs.sap.com/2021/02/15/sap-for-me-your-digital-companion/
API Business Hub Enterprise ,Nitin Arora,"February 15, 2021",Product Information,0,1,SAP Employee,"SAP API Management,API,SAP Integration Suite",https://blogs.sap.com/2021/02/15/api-business-hub-enterprise/
Publish APIs to API Business Hub Enterprise ,Nitin Arora,"February 15, 2021",Product Information,0,0,SAP Employee,"SAP API Management,SAP Integration Suite",https://blogs.sap.com/2021/02/15/publish-apis-to-api-business-hub-enterprise/
Externally Managed APIs in SAP API Management ,Nitin Arora,"February 15, 2021",Product Information,0,1,SAP Employee,"SAP API Management,SAP Integration Suite",https://blogs.sap.com/2021/02/15/externally-managed-apis-in-sap-api-management/
New SAP AppHaus Network Partner: Willowtree ,Thomas Biedermann,"February 15, 2021",Event Information,0,0,SAP Employee,Design Thinking,https://blogs.sap.com/2021/02/15/new-sap-apphaus-network-partner-willowtree/
"Discover the “SAP Partner Demo Environment, shared option” live Intelligent Enterprise demos, complemented by a rich portfolio of offline demo scenarios in the SAP Demo Store ",Nadia Casagrande,"February 15, 2021",Business Trends,0,4,SAP Employee,"Partnership,SAP Integration Strategy",https://blogs.sap.com/2021/02/15/discover-the-sap-partner-demo-environment-shared-option.-easily-navigate-by-intelligent-enterprise-demo-scenario-product-category-or-rise-with-sap/
Storyboard for cloud business applications using CAP in SAP Business Application Studio ,Liat Borenshtein,"February 15, 2021",Technical Articles,4,11,SAP Employee,"SAP Business Application Studio,SAP Cloud Application Programming Model,SAP Fiori",https://blogs.sap.com/2021/02/15/storyboard-for-cloud-business-applications-using-cap-in-sap-business-application-studio/
Factors a Client Looks into Before Signing a Business Deal ,Logan Berger,"February 15, 2021",Business Trends,0,0,N/A,Business Trends,https://blogs.sap.com/2021/02/15/factors-a-client-looks-into-before-signing-a-business-deal/
Northwind Freestyle app with Business Application Studio’s new “SAP Fiori application” template option ,Jeffrey Towell,"February 15, 2021",Technical Articles,2,1,N/A,"SAP Business Application Studio,SAP Fiori",https://blogs.sap.com/2021/02/15/freestyle-app-with-northwind-in-business-application-studios-new-sap-fiori-application-template-option/
MicroBlogging App using SAP Business App Studio – Part 1 ,shiromani soni,"February 15, 2021",Technical Articles,0,4,N/A,"Node.js,SAP BTP, Cloud Foundry environment,SAP Business Application Studio,SAP Business Technology Platform,SAP Cloud Application Programming Model",https://blogs.sap.com/2021/02/15/microblogging-app-using-sap-business-app-studio-part-1/
EIPinCPI – Test Message ,Bhalchandra Wadekar,"February 14, 2021",Technical Articles,0,0,N/A,"SAP Integration Suite,SAP Cloud Integration for data services,SAP Cloud Platform Integration for process services,SAP Integration Suite tools",https://blogs.sap.com/2021/02/14/eipincpi-test-message/
SAP S/4HANA Cloud customers gain value and speed using SAP Activate in their projects ,Sven Denecken,"February 14, 2021",Product Information,0,3,SAP Employee,"SAP S/4HANA Cloud,SAP S/4HANA",https://blogs.sap.com/2021/02/14/sap-s-4hana-cloud-customers-gain-value-and-speed-using-sap-activate-in-their-projects/
SAP Intelligent Robotic Process Automation 2.0: Handle Dynamic Excel Files ,Peter Engel,"February 14, 2021",Technical Articles,0,5,SAP Employee,SAP Intelligent Robotic Process Automation,https://blogs.sap.com/2021/02/14/sap-intelligent-robotic-process-automation-2.0-handle-dynamic-excel-files/
Find Forms in UI Config. Template ,Maya Shiff,"February 14, 2021",Product Information,0,0,SAP Employee,"SAP Business One, version for SAP HANA,SAP Business One",https://blogs.sap.com/2021/02/14/find-forms-in-ui-config.-template/
SAP Inside Track Tokyo 2021 report week 2 IIS ,Akihiro Saito,"February 14, 2021",Event Information,1,5,N/A,SAP Inside Track,https://blogs.sap.com/2021/02/14/sap-inside-track-tokyo-2021-report-week-2-iis/
Write Smart ABAP – Not Boring ABAP! – Part 2 ,Sougata Chatterjee,"February 14, 2021",Technical Articles,10,8,N/A,"ABAP Development,ABAP Extensibility",https://blogs.sap.com/2021/02/14/write-smart-abap-not-boring-abap-part-2/
Ten concepts of interface and integration in SAP-from evolution point of view ,Himanshu Sah,"February 13, 2021",Personal Insights,2,19,N/A,"ABAP Development,SAP S/4HANA",https://blogs.sap.com/2021/02/13/ten-concepts-of-interface-and-integration-in-sap-from-evolution-point-of-view/
Build with Dash Datatable & Deploy in SAP BTP Cloud Foundry ,Yogananda Muthaiah,"February 13, 2021",Technical Articles,0,2,SAP Employee,"SAP Business Technology Platform,Python,SAP BTP, Cloud Foundry environment,SAP Commissions",https://blogs.sap.com/2021/02/13/build-with-dash-datatable-deploy-in-sap-btp-cloud-foundry/
Backup and Recovery of SAP HANA Database Directly to AWS S3 Bucket using AWS Backint Agent – Part III ,Jaskirat Singh,"February 13, 2021",Technical Articles,0,0,N/A,"SAP HANA,Cloud",https://blogs.sap.com/2021/02/13/backup-and-recovery-of-sap-hana-database-directly-to-aws-s3-bucket-using-aws-backint-agent-part-iii/
Groovy IDE Desktop Jar Support and Other Updates ,Fatih Pense,"February 13, 2021",Technical Articles,2,2,N/A,"SAP Integration Suite,SAP Cloud Platform Integration for process services,SAP Integration Suite tools",https://blogs.sap.com/2021/02/13/groovy-ide-desktop-jar-support-and-other-updates/
Current status of EHS ,Christoph Bergemann,"February 13, 2021",Personal Insights,0,3,N/A,"SAP Environment, Health, and Safety Management",https://blogs.sap.com/2021/02/13/current-status-of-ehs/
Backup and Recovery of SAP HANA Database Directly to AWS S3 Bucket using AWS Backint Agent – Part II ,Jaskirat Singh,"February 13, 2021",Technical Articles,0,0,N/A,"SAP HANA,Cloud",https://blogs.sap.com/2021/02/13/backup-and-recovery-of-sap-hana-database-directly-to-aws-s3-bucket-using-aws-backint-agent-part-ii/
WEBINAR: Extend SAP solutions using Microsoft Power Platform ,Rashmita Redkar,"February 13, 2021",Event Information,0,0,N/A,"SAP ERP,SAP S/4HANA",https://blogs.sap.com/2021/02/13/webinar-extend-sap-solutions-using-microsoft-power-platform/
Using native SQL for case-insensitive search ,Johan Wigert,"February 12, 2021",Technical Articles,5,4,N/A,ABAP Development,https://blogs.sap.com/2021/02/12/using-native-sql-for-case-insensitive-search/
Simulation Cockpit for Financial Planning in SAP Analytics Cloud ,Sheldon Edelstein,"February 12, 2021",Personal Insights,5,10,SAP Employee,"SAP Analytics Cloud,SAP Analytics Cloud for planning,SAP S/4HANA",https://blogs.sap.com/2021/02/12/simulation-cockpit-for-financial-planning-in-sap-analytics-cloud/
Implementation Design Principles – Best Practices using SAP SuccessFactors APIs for Custom Integrations ,Gerald Reinhard,"February 12, 2021",Technical Articles,4,4,SAP Employee,"SAP SuccessFactors platform,API,OData,SAP SuccessFactors Employee Central",https://blogs.sap.com/2021/02/12/implementation-design-principles-best-practices-using-sap-successfactors-apis-for-custom-integration/
Application Lifecycle Management in SAP Business Technology Platform ,Geert-Jan Klaps,"February 12, 2021",Technical Articles,0,3,N/A,SAP Business Technology Platform,https://blogs.sap.com/2021/02/12/application-lifecycle-management-in-sap-business-technology-platform/
Connectors by Authentication Types ,Maximiliano Colman,"February 12, 2021",Technical Articles,0,1,N/A,SAP Cloud Platform Open Connectors,https://blogs.sap.com/2021/02/12/connectors-by-authentication-types/
Professional Services in SAP S/4HANA Cloud 2102 ,Katharina Stopf,"February 12, 2021",Product Information,0,3,SAP Employee,SAP S/4HANA Cloud,https://blogs.sap.com/2021/02/12/professional-services-in-sap-s-4hana-cloud-2102/
What makes SAP Distinct and Special to beat our Competition ,PankajKumar Agrawal,"February 12, 2021",Personal Insights,0,1,SAP Employee,Business Trends,https://blogs.sap.com/2021/02/12/what-makes-sap-distinct-and-special-to-beat-our-competition/
Backup and Recovery of SAP HANA Database Directly to AWS S3 Bucket using AWS Backint Agent – Part I ,Jaskirat Singh,"February 12, 2021",Technical Articles,0,1,N/A,"SAP HANA,Cloud",https://blogs.sap.com/2021/02/12/backup-and-recovery-of-sap-hana-database-directly-to-aws-s3-bucket-using-aws-backint-agent-part-i/
SAP Integration Suite: enrich a payload with OData Service ,Alexander Korneev,"February 12, 2021",Technical Articles,0,1,SAP Employee,SAP Integration Suite,https://blogs.sap.com/2021/02/12/sap-integration-suite-enrich-a-payload-with-odata-service/
It’s real! SAP S/4HANA digital transformation in manufacturing ,Urs Renggli,"February 12, 2021",Personal Insights,0,0,N/A,SAP S/4HANA,https://blogs.sap.com/2021/02/12/its-real-sap-s-4hana-digital-transformation-in-manufacturing/
Now provision your own SAP Commerce Cloud environments using SAP for Me ,Oguzhan Genis,"February 12, 2021",Product Information,0,1,SAP Employee,"SAP for Me,Customer Experience,SAP Commerce Cloud",https://blogs.sap.com/2021/02/12/now-provision-your-own-commerce-cloud-environments-using-sap-for-me/
Why This Valentine’s Day Needs A Warm Heart And A Cold Chain ,Oeykue Ilgar,"February 12, 2021",Business Trends,0,0,SAP Employee,"SAP Supply Chain Management,SAP Global Track and Trace,SAP Integrated Business Planning for Supply Chain,SAP Logistics Business Network,SAP Manufacturing Integration and Intelligence",https://blogs.sap.com/2021/02/12/why-this-valentines-day-needs-a-warm-heart-and-a-cold-chain/
SAP FIORI Tips and Tricks – Invalidate Cache ,ishani Gupta,"February 12, 2021",Technical Articles,5,5,N/A,"ABAP Development,SAP Fiori,SAP Fiori tools,SAP HANA,SAP NetWeaver Application Server for ABAP for SAP S/4HANA",https://blogs.sap.com/2021/02/12/sap-fiori-tips-and-tricks-invalidate-cache/
CAI Challenge Submission: SAP CAI Chatbot Integration with SAP-TM – Cost Simulation – ,Cylia Oulebsir,"February 12, 2021",Technical Articles,20,68,N/A,SAP Conversational AI,https://blogs.sap.com/2021/02/12/cai-challenge-submission-sap-cai-chatbot-integration-with-sap-tm-cost-simulation/
Enhanced security for the S/4HANA Public Cloud ,Patrick Boch,"February 12, 2021",Product Information,0,2,SAP Employee,"Security,SAP S/4HANA Cloud",https://blogs.sap.com/2021/02/12/enhanced-security-for-the-s-4hana-public-cloud/
Service in SAP S/4HANA Cloud 2102 ,Young Hwae Koo,"February 12, 2021",Product Information,0,4,SAP Employee,SAP S/4HANA Cloud,https://blogs.sap.com/2021/02/12/service-in-sap-s-4hana-cloud-2102/
Your opportunity to Influence SAP – Customer Engagement Initiative Projects 2021-1 for SAP Intelligent Technologies ,Maxime Kremer,"February 12, 2021",Product Information,0,0,SAP Employee,"Machine Learning,Blockchain,Customer Influence,Internet of Things,SAP Business Technology Platform",https://blogs.sap.com/2021/02/12/your-opportunity-to-influence-sap-customer-engagement-initiative-projects-2021-1-for-sap-intelligent-technologiess/
Elevate to the Intelligent Enterprise Using the Power of SAP Enterprise Support ,Ivo Andreev,"February 12, 2021",Event Information,0,4,SAP Employee,"Digital Transformation,SAP S/4HANA,Support Services",https://blogs.sap.com/2021/02/12/elevate-to-the-intelligent-enterprise-using-the-power-of-sap-enterprise-support/
Remote client copy and activity after copying. Step-by-step guide for S/4HANA and EWM ,Roman Gorbenko,"February 12, 2021",Technical Articles,2,2,N/A,"Basis Technology,EWM - Basis",https://blogs.sap.com/2021/02/12/remote-client-copy-and-activity-after-copying.-step-by-step-guide-for-s-4hana-and-ewm/
Payment Formats in Contract Accounting in SAP S/4HANA ,Tomas Machacek,"February 12, 2021",Product Information,0,5,SAP Employee,"SAP Contract Accounts Receivable and Payable,FIN (Finance),SAP S/4HANA Finance",https://blogs.sap.com/2021/02/12/payment-formats-in-contract-accounting-in-sap-s-4hana/
Building CI CD pipelines for Kyma runtime extensions and applications ,Gaurav Abbi,"February 12, 2021",Technical Articles,0,9,SAP Employee,"SAP BTP, Kyma runtime,C4C Extensibility,Kyma Open Source,SAP C/4HANA Foundation,SAP Cloud Platform Extension Factory",https://blogs.sap.com/2021/02/12/building-ci-cd-pipelines-for-kyma-runtime-extensions-and-applications/
Interested in our SAP S/4HANA Utilities live customers? ,Melanie Fiolka,"February 12, 2021",User Experience Insights,0,2,SAP Employee,"Utilities,Customer Experience,SAP S/4HANA",https://blogs.sap.com/2021/02/12/interested-in-our-sap-s-4hana-utilities-live-customers/
Simple C4C KUT/Adoptation life hack ,Dhruvin Mehta,"February 12, 2021",Technical Articles,0,3,N/A,"SAP Sales Cloud,C4C Extensibility,C4C Sales",https://blogs.sap.com/2021/02/12/simple-c4c-kut-adoptation-life-hack/
SAP Intelligent Robotic Process Automation | Bot which Adds and Imports Transport Request in SAP System ,Harsh Verma,"February 12, 2021",Technical Articles,4,11,N/A,"SAP Intelligent Robotic Process Automation,Artificial Intelligence,SAP Cloud Platform,SAP Integration Strategy,SAP Intelligent Product Design",https://blogs.sap.com/2021/02/12/sap-intelligent-robotic-process-automation-bot-which-adds-and-imports-transport-request-in-sap-system/
Dynamic variable change using input parameter in HANA ,Nishant Agrawal,"February 12, 2021",Technical Articles,3,4,N/A,"SAP HANA,SAP BW/4HANA",https://blogs.sap.com/2021/02/12/dynamic-variable-change-using-input-parameter-in-hana/
Financial tips on Conversion to SAP S/4HANA projects – Prepare – Material Ledger ,Betty Guedez,"February 12, 2021",Product Information,0,0,SAP Employee,"SAP S/4HANA Finance,SAP S/4HANA",https://blogs.sap.com/2021/02/12/financial-tips-on-conversion-to-sap-s-4hana-projects-prepare-material-ledger/
Why you need Training to get the best possible ROI in Software ,Anna Armstrong,"February 12, 2021",Business Trends,0,6,SAP Employee,Training,https://blogs.sap.com/2021/02/12/why-you-need-training-to-get-the-best-possible-roi-in-software/
Tail Spend Management using Ariba Spot Buy ,Sudhir Kumar,"February 12, 2021",Business Trends,0,1,N/A,SAP Business Process Management,https://blogs.sap.com/2021/02/12/tail-spend-management-using-ariba-spot-buy/
Your opportunity to Influence SAP – Customer Engagement Initiative Projects 2021-1 for SAP User Experience Solutions ,Maxime Kremer,"February 12, 2021",Product Information,0,0,SAP Employee,"User Experience,Customer Influence",https://blogs.sap.com/2021/02/12/your-opportunity-to-influence-sap-customer-engagement-initiative-projects-2021-1-for-sap-user-experience-solutions/
Create Fiori App in Business Application Studio using Northwind odata (Part 2) ,Jeffrey Towell,"February 12, 2021",Technical Articles,0,2,N/A,"SAP Business Application Studio,SAP Fiori",https://blogs.sap.com/2021/02/12/create-fiori-app-in-business-application-studio-using-northwind-odata-part-2/
Create Fiori App in Business Application Studio using Northwind odata (Part 1) ,Jeffrey Towell,"February 12, 2021",Technical Articles,0,4,N/A,"SAP Business Application Studio,SAP Fiori,SAP Fiori for SAP S/4HANA",https://blogs.sap.com/2021/02/12/create-fiori-app-in-business-application-studio-using-northwind-odata/
SAP Intelligent Robotic Process Automation Content in SAP S/4HANA Cloud 2102 – (Deep Dive) ,Hardeep Tulsi,"February 12, 2021",Product Information,0,1,SAP Employee,"SAP S/4HANA Cloud,SAP Cloud Platform,SAP Intelligent Robotic Process Automation,SAP S/4HANA,SAP S/4HANA Cloud for intelligent product selection",https://blogs.sap.com/2021/02/12/sap-intelligent-robotic-process-automation-content-in-sap-s-4hana-cloud-2102-deep-dive/
Control your SAP runtime with Azure Logic Apps using Email {No-code} ,AMIT Lal,"February 11, 2021",Technical Articles,1,1,N/A,"Cloud,SAP Community",https://blogs.sap.com/2021/02/11/control-your-sap-runtime-with-azure-logic-apps-using-email-no-code/
What-If Analysis of Quality Inspection before Deconsolidation in Inbound POSC ,shailesh mishra,"February 11, 2021",Product Information,1,2,N/A,"SAP Extended Warehouse Management,EWM - Basic Functions,EWM - Delivery Processing,EWM - Interfaces,EWM - Master Data",https://blogs.sap.com/2021/02/11/what-if-analysis-of-quality-inspection-before-deconsolidation-in-inbound-posc/
